X,Y
0.24742606345259932,0.19404496104648825
0.0929900616754864,0.0784470454016173
0.6117633730611934,0.22540717435893834
0.06066207353409203,0.06240156536356897
0.661033428056487,0.22548943781105146
0.7551577777762973,0.19015657141622025
0.1108689009726389,0.09917695152113663
0.04305584439252108,0.0485525264506632
0.41441747385528926,0.2531393797393992
0.9886292556467801,0.005871065255149798
0.9691986896521037,0.01652462183855808
0.2569715315483323,0.2215979886365974
0.5587621088187327,0.24925652313349075
0.24234797627896887,0.19773963135740538
0.3220202913705963,0.21598674650148403
0.8913597500207927,0.08958315053972901
0.9461136638059269,0.04987966115153399
0.7225393133470608,0.20299693853288092
0.9284743708673943,0.06740291497282015
0.9960870122797093,0.00734577179449214
0.24942229549093442,0.19079628735053508
0.06229007095637107,0.05369287573814173
0.9447902742443819,0.05611570909453545
0.6502858667261177,0.2230192154345775
0.32167568004316816,0.21477572838607106
0.08336383502259281,0.06326393030601547
0.2192436119196569,0.1722974794439733
0.0841779096255445,0.07002108915175538
0.0521392697895563,0.05822439954695506
0.20525021757041706,0.16322316742053367
0.07793889220775008,0.07147373536541853
0.34327243963884213,0.2126630891692407
0.13835669624356384,0.13466058865454444
0.5868425052662808,0.23843931500095883
0.0005218477242485697,0.02949723368418209
0.2946091943531848,0.21407219113486503
0.1902443655191406,0.15552082476968984
0.1426988507714395,0.12412586117720056
0.984581654920668,0.012612378743417673
0.2873962140051616,0.18768380318740663
0.46693559933159745,0.2321715064544444
0.2873480527458856,0.19239692276875087
0.9544798802624516,0.0284646717488339
0.5994698063458247,0.23540825238694282
0.49908403034394144,0.24213990055028903
0.6981694312809323,0.21021807777067977
0.4297513746804419,0.25378479971485546
0.0028791957654529243,0.00604669911534734
0.6956714642714895,0.1899949379725972
0.6426426385387284,0.22712474908712377
0.10503512812921612,0.10060884798771506
0.27427429077685017,0.2043177172051845
0.580971439685691,0.24806251656231953
0.714751861936207,0.19912824286713188
0.601132935060771,0.22926786933368432
0.10603162133616628,0.09534193968753958
0.678769419672002,0.2177615671672162
0.7167829919689184,0.20115677753895322
0.650349138042213,0.22835419112986582
0.4472612319408721,0.243212177948247
0.04509843138835257,0.0594351482498806
0.5128422332730455,0.22715907539855892
0.4769777722647527,0.24471263098387402
0.48603696797775864,0.2634262150059734
0.9078674922861568,0.0834593041456119
0.5185674856795272,0.2565449669292791
0.5429930440398747,0.2551065439422039
0.48367261008216533,0.25978146208677694
0.08342489317534907,0.06954254266280555
0.4511670814650667,0.24034991744132475
0.16590093802247963,0.14420439725970888
0.003962020764513907,0.007190120638895162
0.2944604397840871,0.19687593517849597
0.5567663859656712,0.25757174817586287
0.8662402031961993,0.11776998356236236
0.2094489509055537,0.16237205038841654
0.5209976648368478,0.251253420885384
0.5036673777374366,0.24898435278364645
0.036075377353291804,0.0507021165953514
0.8956937591098099,0.09414093492622085
0.6608732231886506,0.21390118670828487
0.89910802237672,0.09125557710328036
0.1133798161053049,0.09720908503302148
0.9857766241667669,0.02687495649954567
0.5358729053321598,0.24099939001487583
0.6577050771339404,0.22129099582397452
0.3792122554669257,0.24225104814548343
0.7336187647672007,0.20492278478144202
0.6585730158780919,0.23842811237351505
0.8377999252222894,0.12779863854880932
0.10738394305231158,0.08519405962402386
0.6247923429729928,0.2195416420471245
0.8224073489702707,0.16342868820803982
0.6956573245001446,0.20271219249590416
0.8871736273566331,0.09853209611221253
0.746364303167307,0.19214217506733375
0.5494494033674495,0.25675020728343756
0.41345499397355456,0.22233504842430804
0.756113179497705,0.17979347002922588
0.9060327750071079,0.07633695751580082
